node,degree,clustering_coefficient,degree_group
R_138105554,1,0.0,"(0.641, 36.8]"
R_704732969,1,0.0,"(0.641, 36.8]"
R_713926835,1,0.0,"(0.641, 36.8]"
R_161843366,1,0.0,"(0.641, 36.8]"
R_65915265,1,0.0,"(0.641, 36.8]"
R_92132038,1,0.0,"(0.641, 36.8]"
R_137247827,1,0.0,"(0.641, 36.8]"
R_591138304,1,0.0,"(0.641, 36.8]"
R_629776015,1,0.0,"(0.641, 36.8]"
R_616264853,1,0.0,"(0.641, 36.8]"
R_40219422,1,0.0,"(0.641, 36.8]"
R_610379912,1,0.0,"(0.641, 36.8]"
R_535259589,1,0.0,"(0.641, 36.8]"
R_416231913,2,1.0,"(0.641, 36.8]"
R_627000131,1,0.0,"(0.641, 36.8]"
R_38744670,2,0.0,"(0.641, 36.8]"
R_43225113,1,0.0,"(0.641, 36.8]"
R_247430773,1,0.0,"(0.641, 36.8]"
R_62147469,1,0.0,"(0.641, 36.8]"
R_249152133,1,0.0,"(0.641, 36.8]"
R_132232698,1,0.0,"(0.641, 36.8]"
R_30828052,2,0.0,"(0.641, 36.8]"
R_25494583,1,0.0,"(0.641, 36.8]"
R_296235125,1,0.0,"(0.641, 36.8]"
R_605563260,1,0.0,"(0.641, 36.8]"
R_631248785,1,0.0,"(0.641, 36.8]"
R_617032611,1,0.0,"(0.641, 36.8]"
R_79188507,2,1.0,"(0.641, 36.8]"
R_497825138,1,0.0,"(0.641, 36.8]"
R_95143992,3,0.0,"(0.641, 36.8]"
R_43111018,1,0.0,"(0.641, 36.8]"
R_438414171,1,0.0,"(0.641, 36.8]"
R_178381879,1,0.0,"(0.641, 36.8]"
R_172142138,1,0.0,"(0.641, 36.8]"
R_180481986,1,0.0,"(0.641, 36.8]"
R_378817967,1,0.0,"(0.641, 36.8]"
R_543610387,1,0.0,"(0.641, 36.8]"
R_21591001,1,0.0,"(0.641, 36.8]"
R_641719344,1,0.0,"(0.641, 36.8]"
R_47574295,1,0.0,"(0.641, 36.8]"
R_623298152,1,0.0,"(0.641, 36.8]"
R_38800748,1,0.0,"(0.641, 36.8]"
R_314337176,1,0.0,"(0.641, 36.8]"
R_367361729,1,0.0,"(0.641, 36.8]"
R_14008364,1,0.0,"(0.641, 36.8]"
R_55425573,1,0.0,"(0.641, 36.8]"
R_592251835,1,0.0,"(0.641, 36.8]"
R_328806334,1,0.0,"(0.641, 36.8]"
R_3087541,1,0.0,"(0.641, 36.8]"
R_27945817,1,0.0,"(0.641, 36.8]"
R_263165647,1,0.0,"(0.641, 36.8]"
R_138717670,1,0.0,"(0.641, 36.8]"
R_279376765,1,0.0,"(0.641, 36.8]"
R_565762670,1,0.0,"(0.641, 36.8]"
R_165092572,1,0.0,"(0.641, 36.8]"
R_577711552,1,0.0,"(0.641, 36.8]"
R_63188538,1,0.0,"(0.641, 36.8]"
R_601810020,1,0.0,"(0.641, 36.8]"
R_486125557,1,0.0,"(0.641, 36.8]"
R_615721582,1,0.0,"(0.641, 36.8]"
R_99737692,1,0.0,"(0.641, 36.8]"
R_8393979,1,0.0,"(0.641, 36.8]"
R_53618789,1,0.0,"(0.641, 36.8]"
R_10835647,1,0.0,"(0.641, 36.8]"
R_421101922,3,0.0,"(0.641, 36.8]"
R_84131481,1,0.0,"(0.641, 36.8]"
R_1759835,1,0.0,"(0.641, 36.8]"
R_221787679,1,0.0,"(0.641, 36.8]"
R_13624859,2,0.0,"(0.641, 36.8]"
R_90636971,1,0.0,"(0.641, 36.8]"
R_501929647,1,0.0,"(0.641, 36.8]"
R_265183027,1,0.0,"(0.641, 36.8]"
R_155858802,1,0.0,"(0.641, 36.8]"
R_690790894,1,0.0,"(0.641, 36.8]"
R_36552873,1,0.0,"(0.641, 36.8]"
R_154744163,2,1.0,"(0.641, 36.8]"
R_265621392,1,0.0,"(0.641, 36.8]"
R_615167571,1,0.0,"(0.641, 36.8]"
R_192768713,1,0.0,"(0.641, 36.8]"
R_8425622,1,0.0,"(0.641, 36.8]"
R_480401263,2,1.0,"(0.641, 36.8]"
R_476635419,1,0.0,"(0.641, 36.8]"
R_92569428,2,1.0,"(0.641, 36.8]"
R_89188193,1,0.0,"(0.641, 36.8]"
R_10166531,1,0.0,"(0.641, 36.8]"
R_56424832,1,0.0,"(0.641, 36.8]"
R_10319059,1,0.0,"(0.641, 36.8]"
R_126215645,1,0.0,"(0.641, 36.8]"
R_18314451,1,0.0,"(0.641, 36.8]"
R_23845253,2,0.0,"(0.641, 36.8]"
R_17192780,2,0.0,"(0.641, 36.8]"
R_23362234,1,0.0,"(0.641, 36.8]"
R_56419418,1,0.0,"(0.641, 36.8]"
R_7877397,1,0.0,"(0.641, 36.8]"
R_56421126,1,0.0,"(0.641, 36.8]"
R_175458368,1,0.0,"(0.641, 36.8]"
R_75216133,1,0.0,"(0.641, 36.8]"
R_286108332,4,0.0,"(0.641, 36.8]"
R_74654732,1,0.0,"(0.641, 36.8]"
R_11597120,1,0.0,"(0.641, 36.8]"
R_28011464,1,0.0,"(0.641, 36.8]"
R_21306961,1,0.0,"(0.641, 36.8]"
R_155749886,1,0.0,"(0.641, 36.8]"
R_1725199,3,0.0,"(0.641, 36.8]"
R_523428811,1,0.0,"(0.641, 36.8]"
R_213852395,1,0.0,"(0.641, 36.8]"
R_464597232,1,0.0,"(0.641, 36.8]"
R_11676453,1,0.0,"(0.641, 36.8]"
R_62048325,1,0.0,"(0.641, 36.8]"
R_66737655,3,0.0,"(0.641, 36.8]"
R_52589524,1,0.0,"(0.641, 36.8]"
R_19138780,1,0.0,"(0.641, 36.8]"
R_25951358,1,0.0,"(0.641, 36.8]"
R_56423106,1,0.0,"(0.641, 36.8]"
R_56425027,1,0.0,"(0.641, 36.8]"
R_56422769,1,0.0,"(0.641, 36.8]"
R_58821882,4,0.16666666666666666,"(0.641, 36.8]"
R_20831114,1,0.0,"(0.641, 36.8]"
R_368683828,1,0.0,"(0.641, 36.8]"
R_93535342,1,0.0,"(0.641, 36.8]"
R_88013053,1,0.0,"(0.641, 36.8]"
R_49412249,1,0.0,"(0.641, 36.8]"
R_644648781,1,0.0,"(0.641, 36.8]"
R_113089820,1,0.0,"(0.641, 36.8]"
R_49876476,118,0.0,"(108.4, 144.2]"
R_587181638,1,0.0,"(0.641, 36.8]"
R_509092193,2,0.0,"(0.641, 36.8]"
R_49662222,4,0.0,"(0.641, 36.8]"
R_170681535,1,0.0,"(0.641, 36.8]"
R_42304749,1,0.0,"(0.641, 36.8]"
R_632757232,1,0.0,"(0.641, 36.8]"
R_672303273,1,0.0,"(0.641, 36.8]"
R_684401320,1,0.0,"(0.641, 36.8]"
R_570970504,1,0.0,"(0.641, 36.8]"
R_684396258,1,0.0,"(0.641, 36.8]"
R_661495743,1,0.0,"(0.641, 36.8]"
R_686215676,1,0.0,"(0.641, 36.8]"
R_139914932,2,0.0,"(0.641, 36.8]"
R_410009823,1,0.0,"(0.641, 36.8]"
R_104064722,1,0.0,"(0.641, 36.8]"
R_431214669,1,0.0,"(0.641, 36.8]"
R_685850040,1,0.0,"(0.641, 36.8]"
R_690824662,1,0.0,"(0.641, 36.8]"
R_692967348,1,0.0,"(0.641, 36.8]"
R_596080887,1,0.0,"(0.641, 36.8]"
R_597033918,1,0.0,"(0.641, 36.8]"
R_490212656,1,0.0,"(0.641, 36.8]"
R_379201052,1,0.0,"(0.641, 36.8]"
R_182466444,2,0.0,"(0.641, 36.8]"
R_596962369,1,0.0,"(0.641, 36.8]"
R_596930360,1,0.0,"(0.641, 36.8]"
R_314641288,1,0.0,"(0.641, 36.8]"
R_735462020,1,0.0,"(0.641, 36.8]"
R_735921183,1,0.0,"(0.641, 36.8]"
R_688760465,1,0.0,"(0.641, 36.8]"
R_731929865,1,0.0,"(0.641, 36.8]"
R_721191499,1,0.0,"(0.641, 36.8]"
R_701657527,1,0.0,"(0.641, 36.8]"
R_631415205,1,0.0,"(0.641, 36.8]"
R_54030871,1,0.0,"(0.641, 36.8]"
R_170740248,1,0.0,"(0.641, 36.8]"
R_650885101,1,0.0,"(0.641, 36.8]"
R_297869437,1,0.0,"(0.641, 36.8]"
R_684237441,1,0.0,"(0.641, 36.8]"
R_224225724,1,0.0,"(0.641, 36.8]"
R_469617187,1,0.0,"(0.641, 36.8]"
R_689853521,1,0.0,"(0.641, 36.8]"
R_653916863,1,0.0,"(0.641, 36.8]"
R_28975929,1,0.0,"(0.641, 36.8]"
R_11608365,1,0.0,"(0.641, 36.8]"
R_45200599,1,0.0,"(0.641, 36.8]"
R_639781117,1,0.0,"(0.641, 36.8]"
R_632733680,1,0.0,"(0.641, 36.8]"
R_627491277,1,0.0,"(0.641, 36.8]"
R_265601040,1,0.0,"(0.641, 36.8]"
R_417731747,1,0.0,"(0.641, 36.8]"
R_670159282,1,0.0,"(0.641, 36.8]"
R_267118495,1,0.0,"(0.641, 36.8]"
R_722434205,1,0.0,"(0.641, 36.8]"
R_163387337,1,0.0,"(0.641, 36.8]"
R_554365096,1,0.0,"(0.641, 36.8]"
R_703310134,1,0.0,"(0.641, 36.8]"
R_705929331,1,0.0,"(0.641, 36.8]"
R_65987043,2,0.0,"(0.641, 36.8]"
R_696118837,1,0.0,"(0.641, 36.8]"
R_614669955,1,0.0,"(0.641, 36.8]"
R_3328856,1,0.0,"(0.641, 36.8]"
R_820039,1,0.0,"(0.641, 36.8]"
R_103619486,1,0.0,"(0.641, 36.8]"
R_382800841,1,0.0,"(0.641, 36.8]"
R_608210107,1,0.0,"(0.641, 36.8]"
R_620191342,1,0.0,"(0.641, 36.8]"
R_621160937,1,0.0,"(0.641, 36.8]"
R_23837751,1,0.0,"(0.641, 36.8]"
R_591379023,1,0.0,"(0.641, 36.8]"
R_2700159,2,0.0,"(0.641, 36.8]"
R_131364545,1,0.0,"(0.641, 36.8]"
R_357558544,1,0.0,"(0.641, 36.8]"
R_565776271,1,0.0,"(0.641, 36.8]"
R_66935478,1,0.0,"(0.641, 36.8]"
R_575241620,1,0.0,"(0.641, 36.8]"
R_594578545,1,0.0,"(0.641, 36.8]"
R_137451403,1,0.0,"(0.641, 36.8]"
R_85504501,4,0.0,"(0.641, 36.8]"
R_625550928,1,0.0,"(0.641, 36.8]"
R_634155809,1,0.0,"(0.641, 36.8]"
R_711983650,1,0.0,"(0.641, 36.8]"
R_20543575,1,0.0,"(0.641, 36.8]"
R_586130341,1,0.0,"(0.641, 36.8]"
R_92372653,1,0.0,"(0.641, 36.8]"
R_168183392,1,0.0,"(0.641, 36.8]"
R_1210290,1,0.0,"(0.641, 36.8]"
R_19308738,2,0.0,"(0.641, 36.8]"
R_104061241,1,0.0,"(0.641, 36.8]"
R_443997241,1,0.0,"(0.641, 36.8]"
R_220186120,45,0.0,"(36.8, 72.6]"
R_100285497,1,0.0,"(0.641, 36.8]"
R_508200407,1,0.0,"(0.641, 36.8]"
R_173009358,1,0.0,"(0.641, 36.8]"
R_45938451,1,0.0,"(0.641, 36.8]"
R_9495505,1,0.0,"(0.641, 36.8]"
R_5428536,1,0.0,"(0.641, 36.8]"
R_160253491,1,0.0,"(0.641, 36.8]"
R_16514887,1,0.0,"(0.641, 36.8]"
R_569763856,1,0.0,"(0.641, 36.8]"
R_13191344,1,0.0,"(0.641, 36.8]"
R_569311990,1,0.0,"(0.641, 36.8]"
R_643477279,1,0.0,"(0.641, 36.8]"
R_486605815,1,0.0,"(0.641, 36.8]"
R_257240581,1,0.0,"(0.641, 36.8]"
R_569774736,1,0.0,"(0.641, 36.8]"
R_569293325,1,0.0,"(0.641, 36.8]"
R_406681532,1,0.0,"(0.641, 36.8]"
R_6235080,1,0.0,"(0.641, 36.8]"
R_491623541,1,0.0,"(0.641, 36.8]"
R_554750433,1,0.0,"(0.641, 36.8]"
R_569901162,1,0.0,"(0.641, 36.8]"
R_431078731,1,0.0,"(0.641, 36.8]"
R_564263024,1,0.0,"(0.641, 36.8]"
R_686974403,1,0.0,"(0.641, 36.8]"
R_362068489,1,0.0,"(0.641, 36.8]"
R_156599958,1,0.0,"(0.641, 36.8]"
R_147566119,1,0.0,"(0.641, 36.8]"
R_161525880,1,0.0,"(0.641, 36.8]"
R_569901336,1,0.0,"(0.641, 36.8]"
R_530236271,1,0.0,"(0.641, 36.8]"
R_241853427,1,0.0,"(0.641, 36.8]"
R_344411200,1,0.0,"(0.641, 36.8]"
R_87735873,1,0.0,"(0.641, 36.8]"
R_246338488,1,0.0,"(0.641, 36.8]"
R_518501680,1,0.0,"(0.641, 36.8]"
R_257240218,1,0.0,"(0.641, 36.8]"
R_196555066,1,0.0,"(0.641, 36.8]"
R_27549019,3,0.0,"(0.641, 36.8]"
R_567620849,1,0.0,"(0.641, 36.8]"
R_130386123,1,0.0,"(0.641, 36.8]"
R_17002442,1,0.0,"(0.641, 36.8]"
R_557980,1,0.0,"(0.641, 36.8]"
R_283817011,1,0.0,"(0.641, 36.8]"
R_17359057,5,0.1,"(0.641, 36.8]"
R_645176440,1,0.0,"(0.641, 36.8]"
R_2804438,1,0.0,"(0.641, 36.8]"
R_282994686,1,0.0,"(0.641, 36.8]"
R_548871033,1,0.0,"(0.641, 36.8]"
R_13793886,1,0.0,"(0.641, 36.8]"
R_206228780,1,0.0,"(0.641, 36.8]"
R_102765966,1,0.0,"(0.641, 36.8]"
R_270591305,1,0.0,"(0.641, 36.8]"
R_68967191,1,0.0,"(0.641, 36.8]"
R_375962860,1,0.0,"(0.641, 36.8]"
R_20647396,1,0.0,"(0.641, 36.8]"
R_8024331,1,0.0,"(0.641, 36.8]"
R_116038660,1,0.0,"(0.641, 36.8]"
R_153279483,1,0.0,"(0.641, 36.8]"
R_330085907,1,0.0,"(0.641, 36.8]"
R_536010299,1,0.0,"(0.641, 36.8]"
R_19323986,1,0.0,"(0.641, 36.8]"
R_602943934,1,0.0,"(0.641, 36.8]"
R_166282681,1,0.0,"(0.641, 36.8]"
R_325777713,1,0.0,"(0.641, 36.8]"
R_49982695,1,0.0,"(0.641, 36.8]"
R_149824037,2,0.0,"(0.641, 36.8]"
R_166314916,1,0.0,"(0.641, 36.8]"
R_236570369,1,0.0,"(0.641, 36.8]"
R_611964074,1,0.0,"(0.641, 36.8]"
R_727890387,1,0.0,"(0.641, 36.8]"
R_210933087,1,0.0,"(0.641, 36.8]"
R_664750387,1,0.0,"(0.641, 36.8]"
R_693268407,1,0.0,"(0.641, 36.8]"
R_12179494,1,0.0,"(0.641, 36.8]"
R_4681328,1,0.0,"(0.641, 36.8]"
R_449657737,1,0.0,"(0.641, 36.8]"
R_235866201,1,0.0,"(0.641, 36.8]"
R_570678664,1,0.0,"(0.641, 36.8]"
R_227300707,1,0.0,"(0.641, 36.8]"
R_551076626,2,1.0,"(0.641, 36.8]"
R_493332759,1,0.0,"(0.641, 36.8]"
R_542039795,1,0.0,"(0.641, 36.8]"
R_167017214,1,0.0,"(0.641, 36.8]"
R_166480286,1,0.0,"(0.641, 36.8]"
R_385554672,1,0.0,"(0.641, 36.8]"
R_375736511,2,0.0,"(0.641, 36.8]"
R_645214640,1,0.0,"(0.641, 36.8]"
R_676024928,1,0.0,"(0.641, 36.8]"
R_41969076,1,0.0,"(0.641, 36.8]"
R_341322737,1,0.0,"(0.641, 36.8]"
R_427247481,1,0.0,"(0.641, 36.8]"
R_166763279,1,0.0,"(0.641, 36.8]"
R_386053978,1,0.0,"(0.641, 36.8]"
R_331691688,1,0.0,"(0.641, 36.8]"
R_211494818,1,0.0,"(0.641, 36.8]"
R_724809112,1,0.0,"(0.641, 36.8]"
R_72815283,1,0.0,"(0.641, 36.8]"
R_325213317,1,0.0,"(0.641, 36.8]"
R_66319393,1,0.0,"(0.641, 36.8]"
R_180508509,1,0.0,"(0.641, 36.8]"
R_473614246,1,0.0,"(0.641, 36.8]"
R_166274005,1,0.0,"(0.641, 36.8]"
R_276025804,1,0.0,"(0.641, 36.8]"
R_220362473,1,0.0,"(0.641, 36.8]"
R_8119454,1,0.0,"(0.641, 36.8]"
R_592571625,1,0.0,"(0.641, 36.8]"
R_10277647,1,0.0,"(0.641, 36.8]"
R_20415251,1,0.0,"(0.641, 36.8]"
R_72874378,1,0.0,"(0.641, 36.8]"
R_549071054,1,0.0,"(0.641, 36.8]"
R_624163890,1,0.0,"(0.641, 36.8]"
R_390505378,1,0.0,"(0.641, 36.8]"
R_274077404,1,0.0,"(0.641, 36.8]"
R_356069432,2,1.0,"(0.641, 36.8]"
R_214273093,1,0.0,"(0.641, 36.8]"
R_131403312,1,0.0,"(0.641, 36.8]"
R_531104599,1,0.0,"(0.641, 36.8]"
R_618104322,1,0.0,"(0.641, 36.8]"
R_682923562,1,0.0,"(0.641, 36.8]"
R_38279457,1,0.0,"(0.641, 36.8]"
R_380971085,2,0.0,"(0.641, 36.8]"
R_360462210,1,0.0,"(0.641, 36.8]"
R_321938,1,0.0,"(0.641, 36.8]"
R_284745566,1,0.0,"(0.641, 36.8]"
R_574428026,4,0.0,"(0.641, 36.8]"
R_263035471,1,0.0,"(0.641, 36.8]"
R_566073,1,0.0,"(0.641, 36.8]"
R_206632,1,0.0,"(0.641, 36.8]"
R_605898410,1,0.0,"(0.641, 36.8]"
R_472870988,1,0.0,"(0.641, 36.8]"
R_554217853,1,0.0,"(0.641, 36.8]"
R_105069363,1,0.0,"(0.641, 36.8]"
R_166575621,1,0.0,"(0.641, 36.8]"
R_34562183,1,0.0,"(0.641, 36.8]"
R_124701774,1,0.0,"(0.641, 36.8]"
R_163883279,3,0.0,"(0.641, 36.8]"
R_570575390,1,0.0,"(0.641, 36.8]"
R_282339941,1,0.0,"(0.641, 36.8]"
R_20245398,1,0.0,"(0.641, 36.8]"
R_414633085,1,0.0,"(0.641, 36.8]"
R_254450741,2,1.0,"(0.641, 36.8]"
R_355307023,1,0.0,"(0.641, 36.8]"
R_408387870,1,0.0,"(0.641, 36.8]"
R_233938764,1,0.0,"(0.641, 36.8]"
R_9155612,1,0.0,"(0.641, 36.8]"
R_15056182,1,0.0,"(0.641, 36.8]"
R_679396061,1,0.0,"(0.641, 36.8]"
R_589660517,1,0.0,"(0.641, 36.8]"
R_168043047,1,0.0,"(0.641, 36.8]"
R_30434289,1,0.0,"(0.641, 36.8]"
R_47848761,2,1.0,"(0.641, 36.8]"
R_671661310,1,0.0,"(0.641, 36.8]"
R_59779262,1,0.0,"(0.641, 36.8]"
R_84302090,1,0.0,"(0.641, 36.8]"
R_48714685,2,0.0,"(0.641, 36.8]"
R_61691853,1,0.0,"(0.641, 36.8]"
R_83638422,1,0.0,"(0.641, 36.8]"
R_255086434,1,0.0,"(0.641, 36.8]"
R_85795396,2,0.0,"(0.641, 36.8]"
R_305498835,1,0.0,"(0.641, 36.8]"
R_50370190,2,0.0,"(0.641, 36.8]"
R_153180924,1,0.0,"(0.641, 36.8]"
R_11171548,2,0.0,"(0.641, 36.8]"
R_15625834,1,0.0,"(0.641, 36.8]"
R_190478838,1,0.0,"(0.641, 36.8]"
R_167093203,1,0.0,"(0.641, 36.8]"
R_295909370,1,0.0,"(0.641, 36.8]"
R_463346794,1,0.0,"(0.641, 36.8]"
R_219891102,2,1.0,"(0.641, 36.8]"
R_54158968,1,0.0,"(0.641, 36.8]"
R_209642759,1,0.0,"(0.641, 36.8]"
R_715751176,1,0.0,"(0.641, 36.8]"
R_10232128,1,0.0,"(0.641, 36.8]"
R_588982731,1,0.0,"(0.641, 36.8]"
R_333570243,1,0.0,"(0.641, 36.8]"
R_108908685,1,0.0,"(0.641, 36.8]"
R_647018139,1,0.0,"(0.641, 36.8]"
R_215948042,1,0.0,"(0.641, 36.8]"
R_114948816,1,0.0,"(0.641, 36.8]"
R_743888972,1,0.0,"(0.641, 36.8]"
R_670792832,1,0.0,"(0.641, 36.8]"
R_5573275,1,0.0,"(0.641, 36.8]"
R_623574682,1,0.0,"(0.641, 36.8]"
R_558476533,1,0.0,"(0.641, 36.8]"
R_623167149,1,0.0,"(0.641, 36.8]"
R_697934018,1,0.0,"(0.641, 36.8]"
R_651291604,1,0.0,"(0.641, 36.8]"
R_253103317,1,0.0,"(0.641, 36.8]"
R_333867901,2,0.0,"(0.641, 36.8]"
R_442430,2,0.0,"(0.641, 36.8]"
R_166319643,1,0.0,"(0.641, 36.8]"
R_684697496,1,0.0,"(0.641, 36.8]"
R_199940050,1,0.0,"(0.641, 36.8]"
R_1402936,1,0.0,"(0.641, 36.8]"
R_406919684,1,0.0,"(0.641, 36.8]"
R_142369435,1,0.0,"(0.641, 36.8]"
R_116867981,1,0.0,"(0.641, 36.8]"
R_19641638,3,0.3333333333333333,"(0.641, 36.8]"
R_511236791,1,0.0,"(0.641, 36.8]"
R_307760976,1,0.0,"(0.641, 36.8]"
R_359812205,1,0.0,"(0.641, 36.8]"
R_680804364,1,0.0,"(0.641, 36.8]"
R_222735791,1,0.0,"(0.641, 36.8]"
R_34406933,1,0.0,"(0.641, 36.8]"
R_268274269,1,0.0,"(0.641, 36.8]"
R_203697873,1,0.0,"(0.641, 36.8]"
R_491419259,1,0.0,"(0.641, 36.8]"
R_277186121,2,0.0,"(0.641, 36.8]"
R_166571755,1,0.0,"(0.641, 36.8]"
R_345802860,1,0.0,"(0.641, 36.8]"
R_268817515,1,0.0,"(0.641, 36.8]"
R_295695288,1,0.0,"(0.641, 36.8]"
R_564948381,1,0.0,"(0.641, 36.8]"
R_512398858,1,0.0,"(0.641, 36.8]"
R_338307278,1,0.0,"(0.641, 36.8]"
R_357936578,1,0.0,"(0.641, 36.8]"
R_419088860,1,0.0,"(0.641, 36.8]"
R_215108366,1,0.0,"(0.641, 36.8]"
R_212378409,1,0.0,"(0.641, 36.8]"
R_225885766,1,0.0,"(0.641, 36.8]"
R_319059109,1,0.0,"(0.641, 36.8]"
R_400147654,1,0.0,"(0.641, 36.8]"
R_198009353,1,0.0,"(0.641, 36.8]"
R_666055104,1,0.0,"(0.641, 36.8]"
R_212857695,1,0.0,"(0.641, 36.8]"
R_1646466,1,0.0,"(0.641, 36.8]"
R_435468683,1,0.0,"(0.641, 36.8]"
R_345619662,1,0.0,"(0.641, 36.8]"
R_671346269,1,0.0,"(0.641, 36.8]"
R_303803422,1,0.0,"(0.641, 36.8]"
R_716661693,1,0.0,"(0.641, 36.8]"
R_647006690,1,0.0,"(0.641, 36.8]"
R_649627986,1,0.0,"(0.641, 36.8]"
R_193500153,1,0.0,"(0.641, 36.8]"
R_192805335,1,0.0,"(0.641, 36.8]"
R_277836190,1,0.0,"(0.641, 36.8]"
R_120011481,1,0.0,"(0.641, 36.8]"
R_536725876,1,0.0,"(0.641, 36.8]"
R_77570309,1,0.0,"(0.641, 36.8]"
R_646904364,1,0.0,"(0.641, 36.8]"
R_275707200,1,0.0,"(0.641, 36.8]"
R_662129403,1,0.0,"(0.641, 36.8]"
R_666012420,1,0.0,"(0.641, 36.8]"
R_254149837,1,0.0,"(0.641, 36.8]"
R_276347473,1,0.0,"(0.641, 36.8]"
R_409565500,1,0.0,"(0.641, 36.8]"
R_625293217,1,0.0,"(0.641, 36.8]"
R_560292269,1,0.0,"(0.641, 36.8]"
R_321386930,1,0.0,"(0.641, 36.8]"
R_414515727,1,0.0,"(0.641, 36.8]"
R_513328880,1,0.0,"(0.641, 36.8]"
R_3811518,1,0.0,"(0.641, 36.8]"
R_306769011,2,1.0,"(0.641, 36.8]"
R_54503347,2,0.0,"(0.641, 36.8]"
R_589268852,1,0.0,"(0.641, 36.8]"
R_603442118,1,0.0,"(0.641, 36.8]"
R_79317191,49,0.0017006802721088435,"(36.8, 72.6]"
R_617051827,1,0.0,"(0.641, 36.8]"
R_327310511,1,0.0,"(0.641, 36.8]"
R_281634568,1,0.0,"(0.641, 36.8]"
R_471621386,2,0.0,"(0.641, 36.8]"
R_256534527,1,0.0,"(0.641, 36.8]"
R_268568992,1,0.0,"(0.641, 36.8]"
R_120606279,2,1.0,"(0.641, 36.8]"
R_155243481,2,0.0,"(0.641, 36.8]"
R_12920091,1,0.0,"(0.641, 36.8]"
R_4787459,1,0.0,"(0.641, 36.8]"
R_560657499,1,0.0,"(0.641, 36.8]"
R_559767361,1,0.0,"(0.641, 36.8]"
R_72954239,1,0.0,"(0.641, 36.8]"
R_551440734,1,0.0,"(0.641, 36.8]"
R_83364914,1,0.0,"(0.641, 36.8]"
R_252325176,1,0.0,"(0.641, 36.8]"
R_237707489,1,0.0,"(0.641, 36.8]"
R_97977100,1,0.0,"(0.641, 36.8]"
R_442441933,12,0.030303030303030304,"(0.641, 36.8]"
R_309513886,1,0.0,"(0.641, 36.8]"
R_285867319,1,0.0,"(0.641, 36.8]"
R_84045805,1,0.0,"(0.641, 36.8]"
R_299220196,2,1.0,"(0.641, 36.8]"
R_609839563,1,0.0,"(0.641, 36.8]"
R_691722422,1,0.0,"(0.641, 36.8]"
R_14829536,1,0.0,"(0.641, 36.8]"
R_50874442,26,0.0,"(0.641, 36.8]"
R_167615437,1,0.0,"(0.641, 36.8]"
R_672760351,1,0.0,"(0.641, 36.8]"
R_52987383,1,0.0,"(0.641, 36.8]"
R_433101168,1,0.0,"(0.641, 36.8]"
R_467164901,1,0.0,"(0.641, 36.8]"
R_76336560,1,0.0,"(0.641, 36.8]"
R_43977215,1,0.0,"(0.641, 36.8]"
R_570295557,1,0.0,"(0.641, 36.8]"
R_182299236,2,0.0,"(0.641, 36.8]"
R_301742,2,0.0,"(0.641, 36.8]"
R_49172647,1,0.0,"(0.641, 36.8]"
R_56884660,1,0.0,"(0.641, 36.8]"
R_2700147,2,0.0,"(0.641, 36.8]"
R_520872712,1,0.0,"(0.641, 36.8]"
R_599998684,1,0.0,"(0.641, 36.8]"
R_2944302,9,0.0,"(0.641, 36.8]"
R_672826535,1,0.0,"(0.641, 36.8]"
R_562658065,1,0.0,"(0.641, 36.8]"
R_38581626,2,0.0,"(0.641, 36.8]"
R_86092400,1,0.0,"(0.641, 36.8]"
R_293888925,1,0.0,"(0.641, 36.8]"
R_83502071,1,0.0,"(0.641, 36.8]"
R_340038528,1,0.0,"(0.641, 36.8]"
R_92028780,1,0.0,"(0.641, 36.8]"
R_598116138,1,0.0,"(0.641, 36.8]"
R_11892534,1,0.0,"(0.641, 36.8]"
R_34117853,1,0.0,"(0.641, 36.8]"
R_208243336,1,0.0,"(0.641, 36.8]"
R_595499428,1,0.0,"(0.641, 36.8]"
R_135618791,1,0.0,"(0.641, 36.8]"
R_451543819,1,0.0,"(0.641, 36.8]"
R_14313288,1,0.0,"(0.641, 36.8]"
R_203863933,1,0.0,"(0.641, 36.8]"
R_137101956,1,0.0,"(0.641, 36.8]"
R_701574389,1,0.0,"(0.641, 36.8]"
R_41317079,1,0.0,"(0.641, 36.8]"
R_624314543,1,0.0,"(0.641, 36.8]"
R_158437146,1,0.0,"(0.641, 36.8]"
R_203553224,1,0.0,"(0.641, 36.8]"
R_298763623,40,0.00641025641025641,"(36.8, 72.6]"
R_658984669,1,0.0,"(0.641, 36.8]"
R_186899882,3,0.3333333333333333,"(0.641, 36.8]"
R_30405191,3,0.3333333333333333,"(0.641, 36.8]"
R_20736043,1,0.0,"(0.641, 36.8]"
R_543387336,1,0.0,"(0.641, 36.8]"
R_106024057,1,0.0,"(0.641, 36.8]"
R_626662104,1,0.0,"(0.641, 36.8]"
R_307214458,1,0.0,"(0.641, 36.8]"
R_558108873,1,0.0,"(0.641, 36.8]"
R_15122806,2,0.0,"(0.641, 36.8]"
R_4797147,1,0.0,"(0.641, 36.8]"
R_208509888,1,0.0,"(0.641, 36.8]"
R_20675634,1,0.0,"(0.641, 36.8]"
R_233984636,1,0.0,"(0.641, 36.8]"
R_571929,2,1.0,"(0.641, 36.8]"
R_44921781,1,0.0,"(0.641, 36.8]"
R_34363047,1,0.0,"(0.641, 36.8]"
R_357728969,1,0.0,"(0.641, 36.8]"
